Entity,Code,Date,people_fully_vaccinated_per_hundred
Ohio,,2/18/2021,4.4
Ohio,,2/19/2021,4.82
Ohio,,2/20/2021,5.16
Ohio,,2/21/2021,5.56
Ohio,,2/22/2021,5.89
Ohio,,2/23/2021,6.06
Ohio,,2/24/2021,6.35
Ohio,,2/25/2021,6.66
Ohio,,2/26/2021,6.91
Ohio,,2/27/2021,7.28
Ohio,,2/28/2021,7.7
Ohio,,3/1/2021,7.9
Ohio,,3/2/2021,8.14
Ohio,,3/3/2021,8.37
Ohio,,3/4/2021,8.58
Ohio,,3/5/2021,8.77
Ohio,,3/6/2021,9.1
Ohio,,3/7/2021,9.48
Ohio,,3/8/2021,9.85
Ohio,,3/9/2021,10.08
Ohio,,3/10/2021,10.35
Ohio,,3/11/2021,10.63
Ohio,,3/12/2021,11.01
Ohio,,3/13/2021,11.49
Ohio,,3/14/2021,11.87
Oklahoma,,1/12/2021,0.44
Oklahoma,,1/13/2021,0.56
Oklahoma,,1/15/2021,0.73
Oklahoma,,1/19/2021,0.78
Oklahoma,,1/20/2021,0.82
Oklahoma,,1/21/2021,0.88
Oklahoma,,1/22/2021,0.95
Oklahoma,,1/23/2021,0.99
Oklahoma,,1/24/2021,1.04
Oklahoma,,1/25/2021,1.05
Oklahoma,,1/26/2021,1.06
Oklahoma,,1/27/2021,1.18
Oklahoma,,1/28/2021,1.33
Oklahoma,,1/29/2021,1.53
Oklahoma,,1/30/2021,1.73
Oklahoma,,1/31/2021,1.98
Oklahoma,,2/1/2021,2.03
Oklahoma,,2/2/2021,2.03
Oklahoma,,2/3/2021,2.21
Oklahoma,,2/4/2021,2.51
Oklahoma,,2/5/2021,2.89
Oklahoma,,2/6/2021,3.32
Oklahoma,,2/7/2021,3.68
Oklahoma,,2/8/2021,3.82
Oklahoma,,2/9/2021,3.85
Oklahoma,,2/10/2021,4.1
Oklahoma,,2/11/2021,4.36
Oklahoma,,2/12/2021,4.51
Oklahoma,,2/13/2021,4.77
Oklahoma,,2/14/2021,5.08
Oklahoma,,2/16/2021,5.21
Oklahoma,,2/17/2021,5.23
Oklahoma,,2/18/2021,5.29
Oklahoma,,2/19/2021,6.09
Oklahoma,,2/20/2021,6.34
Oklahoma,,2/21/2021,6.93
Oklahoma,,2/22/2021,7.32
Oklahoma,,2/23/2021,7.56
Oklahoma,,2/24/2021,7.84
Oklahoma,,2/25/2021,8.22
Oklahoma,,2/26/2021,8.76
Oklahoma,,2/27/2021,9.32
Oklahoma,,2/28/2021,9.97
Oklahoma,,3/1/2021,10.16
Oklahoma,,3/2/2021,10.19
Oklahoma,,3/3/2021,10.45
Oklahoma,,3/4/2021,10.82
Oklahoma,,3/5/2021,11.06
Oklahoma,,3/6/2021,11.37
Oklahoma,,3/7/2021,11.64
Oklahoma,,3/8/2021,11.76
Oklahoma,,3/9/2021,11.83
Oklahoma,,3/10/2021,12.11
Oklahoma,,3/11/2021,12.29
Oklahoma,,3/12/2021,12.46
Oklahoma,,3/13/2021,12.7
Oklahoma,,3/14/2021,12.96
Oregon,,1/12/2021,0.11
Oregon,,1/13/2021,0.17
Oregon,,1/15/2021,0.3
Oregon,,1/19/2021,0.57
Oregon,,1/20/2021,0.57
Oregon,,1/21/2021,0.57
Oregon,,1/22/2021,0.82
Oregon,,1/23/2021,0.9
Oregon,,1/24/2021,0.96
Oregon,,1/25/2021,1.01
Oregon,,1/26/2021,1.04
Oregon,,1/27/2021,1.14
Oregon,,1/28/2021,1.27
Oregon,,1/29/2021,1.39
Oregon,,1/30/2021,1.57
Oregon,,1/31/2021,1.78
Oregon,,2/1/2021,1.89
Oregon,,2/2/2021,1.99
Oregon,,2/3/2021,2.16
Oregon,,2/4/2021,2.38
Oregon,,2/5/2021,2.54
Oregon,,2/6/2021,2.81
Oregon,,2/7/2021,3.1
Oregon,,2/8/2021,3.31
Oregon,,2/9/2021,3.45
Oregon,,2/10/2021,3.61
Oregon,,2/11/2021,3.61
Oregon,,2/12/2021,3.61
Oregon,,2/13/2021,4.31
Oregon,,2/14/2021,4.58
Oregon,,2/16/2021,4.73
Oregon,,2/17/2021,4.81
Oregon,,2/18/2021,4.98
Oregon,,2/19/2021,5.55
Oregon,,2/20/2021,5.91
Oregon,,2/21/2021,6.3
Oregon,,2/22/2021,6.63
Oregon,,2/23/2021,6.93
Oregon,,2/24/2021,6.93
Oregon,,2/25/2021,7.24
Oregon,,2/26/2021,7.72
Oregon,,2/27/2021,8.02
Oregon,,2/28/2021,8.44
Oregon,,3/1/2021,8.7
Oregon,,3/2/2021,8.84
Oregon,,3/3/2021,8.95
Oregon,,3/4/2021,9.21
Oregon,,3/5/2021,9.5
Oregon,,3/6/2021,9.78
Oregon,,3/7/2021,10.03
Oregon,,3/8/2021,10.24
Oregon,,3/9/2021,10.45
Oregon,,3/10/2021,10.6
Oregon,,3/11/2021,10.62
Oregon,,3/12/2021,10.94
Oregon,,3/13/2021,11.53
Oregon,,3/14/2021,11.81
Pennsylvania,,1/12/2021,0.08
Pennsylvania,,1/13/2021,0.14
Pennsylvania,,1/15/2021,0.52
Pennsylvania,,1/19/2021,0.62
Pennsylvania,,1/20/2021,0.67
Pennsylvania,,1/21/2021,0.75
Pennsylvania,,1/22/2021,0.88
Pennsylvania,,1/23/2021,0.96
Pennsylvania,,1/24/2021,1.03
Pennsylvania,,1/25/2021,1.06
Pennsylvania,,1/26/2021,1.1
Pennsylvania,,1/27/2021,1.22
Pennsylvania,,1/28/2021,1.24
Pennsylvania,,1/29/2021,1.51
Pennsylvania,,1/30/2021,1.64
Pennsylvania,,1/31/2021,1.75
Pennsylvania,,2/1/2021,1.81
Pennsylvania,,2/2/2021,1.85
Pennsylvania,,2/3/2021,1.86
Pennsylvania,,2/4/2021,2.01
Pennsylvania,,2/5/2021,2.15
Pennsylvania,,2/6/2021,2.33
Pennsylvania,,2/7/2021,2.51
Pennsylvania,,2/8/2021,2.57
Pennsylvania,,2/9/2021,2.66
Pennsylvania,,2/10/2021,2.79
Pennsylvania,,2/11/2021,2.92
Pennsylvania,,2/12/2021,3.12
Pennsylvania,,2/13/2021,3.15
Pennsylvania,,2/14/2021,3.54
Pennsylvania,,2/16/2021,3.57
Pennsylvania,,2/17/2021,3.9
Pennsylvania,,2/18/2021,4.05
Pennsylvania,,2/19/2021,4.51
Pennsylvania,,2/20/2021,4.66
Pennsylvania,,2/21/2021,4.94
Pennsylvania,,2/22/2021,5.09
Pennsylvania,,2/23/2021,5.19
Pennsylvania,,2/24/2021,5.36
Pennsylvania,,2/25/2021,5.59
Pennsylvania,,2/26/2021,5.86
Pennsylvania,,2/27/2021,6.23
Pennsylvania,,2/28/2021,6.49
Pennsylvania,,3/1/2021,6.79
Pennsylvania,,3/2/2021,6.92
Pennsylvania,,3/3/2021,7.12
Pennsylvania,,3/4/2021,7.4
Pennsylvania,,3/5/2021,7.69
Pennsylvania,,3/6/2021,8.05
Pennsylvania,,3/7/2021,8.09
Pennsylvania,,3/8/2021,8.15
Pennsylvania,,3/9/2021,8.73
Pennsylvania,,3/10/2021,9.08
Pennsylvania,,3/11/2021,9.4
Pennsylvania,,3/12/2021,9.46
Pennsylvania,,3/13/2021,10.48
Pennsylvania,,3/14/2021,10.77
Puerto Rico,PRI,1/12/2021,0.24
Puerto Rico,PRI,1/13/2021,0.36
Puerto Rico,PRI,1/15/2021,0.51
Puerto Rico,PRI,1/19/2021,0.67
Puerto Rico,PRI,1/20/2021,0.73
Puerto Rico,PRI,1/21/2021,0.83
Puerto Rico,PRI,1/22/2021,1.01
Puerto Rico,PRI,1/23/2021,1.12
Puerto Rico,PRI,1/24/2021,1.22
Puerto Rico,PRI,1/25/2021,1.23
Puerto Rico,PRI,1/26/2021,1.24
Puerto Rico,PRI,1/27/2021,1.33
Puerto Rico,PRI,1/28/2021,1.41
Puerto Rico,PRI,1/29/2021,1.51
Puerto Rico,PRI,1/30/2021,1.6
Puerto Rico,PRI,1/31/2021,1.7
Puerto Rico,PRI,2/1/2021,1.72
Puerto Rico,PRI,2/2/2021,1.72
Puerto Rico,PRI,2/3/2021,1.85
Puerto Rico,PRI,2/4/2021,1.95
Puerto Rico,PRI,2/5/2021,2.04
Puerto Rico,PRI,2/6/2021,2.17
Puerto Rico,PRI,2/7/2021,2.17
Puerto Rico,PRI,2/8/2021,2.17
Puerto Rico,PRI,2/9/2021,2.37
Puerto Rico,PRI,2/10/2021,2.53
Puerto Rico,PRI,2/11/2021,2.71
Puerto Rico,PRI,2/12/2021,2.71
Puerto Rico,PRI,2/13/2021,3.22
Puerto Rico,PRI,2/14/2021,3.41
Puerto Rico,PRI,2/16/2021,3.48
Puerto Rico,PRI,2/17/2021,3.54
Puerto Rico,PRI,2/18/2021,3.83
Puerto Rico,PRI,2/19/2021,4.36
Puerto Rico,PRI,2/20/2021,4.63
Puerto Rico,PRI,2/21/2021,4.84
Puerto Rico,PRI,2/22/2021,4.84
Puerto Rico,PRI,2/23/2021,4.91
Puerto Rico,PRI,2/24/2021,5.15
Puerto Rico,PRI,2/25/2021,5.39
Puerto Rico,PRI,2/26/2021,5.84
Puerto Rico,PRI,2/27/2021,5.87
Puerto Rico,PRI,2/28/2021,6.1
Puerto Rico,PRI,3/1/2021,6.15
Puerto Rico,PRI,3/2/2021,6.15
Puerto Rico,PRI,3/3/2021,6.35
Puerto Rico,PRI,3/4/2021,6.78
Puerto Rico,PRI,3/5/2021,6.79
Puerto Rico,PRI,3/6/2021,6.99
Puerto Rico,PRI,3/7/2021,7.19
Puerto Rico,PRI,3/8/2021,7.25
Puerto Rico,PRI,3/9/2021,7.27
Puerto Rico,PRI,3/10/2021,7.79
Puerto Rico,PRI,3/11/2021,7.8
Puerto Rico,PRI,3/12/2021,8.12
Puerto Rico,PRI,3/13/2021,8.76
Puerto Rico,PRI,3/14/2021,8.76
Republic of Palau,,1/15/2021,0.01
Republic of Palau,,1/19/2021,0.01
Republic of Palau,,1/20/2021,0.01
Republic of Palau,,1/21/2021,0.01
Republic of Palau,,1/22/2021,0.01
Republic of Palau,,1/23/2021,0.01
Republic of Palau,,1/24/2021,0.01
Republic of Palau,,1/25/2021,0.01
Republic of Palau,,1/26/2021,0.01
Republic of Palau,,1/29/2021,0.01
Republic of Palau,,1/30/2021,0.01
Republic of Palau,,1/31/2021,0.01
Republic of Palau,,2/1/2021,0.01
Republic of Palau,,2/2/2021,0.35
Republic of Palau,,2/3/2021,0.66
Republic of Palau,,2/4/2021,0.66
Republic of Palau,,2/5/2021,1.4
Republic of Palau,,2/6/2021,1.4
Republic of Palau,,2/7/2021,2
Republic of Palau,,2/8/2021,2
Republic of Palau,,2/9/2021,2
Republic of Palau,,2/10/2021,2.33
Republic of Palau,,2/11/2021,4.03
Republic of Palau,,2/12/2021,4.26
Republic of Palau,,2/13/2021,6.16
Republic of Palau,,2/14/2021,6.77
Republic of Palau,,2/16/2021,8.75
Republic of Palau,,2/17/2021,10.6
Republic of Palau,,2/18/2021,10.98
Republic of Palau,,2/19/2021,13.29
Republic of Palau,,2/20/2021,13.3
Republic of Palau,,2/21/2021,14.88
Republic of Palau,,2/22/2021,14.88
Republic of Palau,,2/23/2021,16.86
Republic of Palau,,2/24/2021,16.86
Republic of Palau,,2/25/2021,16.91
Republic of Palau,,2/26/2021,17.09
Republic of Palau,,2/27/2021,17.09
Republic of Palau,,2/28/2021,17.31
Republic of Palau,,3/1/2021,17.31
Republic of Palau,,3/2/2021,17.31
Republic of Palau,,3/3/2021,17.31
Republic of Palau,,3/4/2021,17.31
Republic of Palau,,3/5/2021,17.31
Republic of Palau,,3/6/2021,17.31
Republic of Palau,,3/7/2021,17.31
Republic of Palau,,3/8/2021,17.47
Republic of Palau,,3/9/2021,17.48
Republic of Palau,,3/10/2021,17.5
Republic of Palau,,3/11/2021,17.51
Republic of Palau,,3/12/2021,17.51
Republic of Palau,,3/13/2021,17.52
Republic of Palau,,3/14/2021,17.52
Rhode Island,,1/12/2021,0.39
Rhode Island,,1/13/2021,0.52
Rhode Island,,1/15/2021,0.77
Rhode Island,,1/19/2021,0.93
Rhode Island,,1/20/2021,1.01
Rhode Island,,1/21/2021,1.05
Rhode Island,,1/22/2021,1.13
Rhode Island,,1/23/2021,1.19
Rhode Island,,1/24/2021,1.25
Rhode Island,,1/25/2021,1.29
Rhode Island,,1/26/2021,1.34
Rhode Island,,1/27/2021,1.55
Rhode Island,,1/28/2021,1.75
Rhode Island,,1/29/2021,1.92
Rhode Island,,1/30/2021,2.11
Rhode Island,,1/31/2021,2.21
Rhode Island,,2/1/2021,2.4
Rhode Island,,2/2/2021,2.46
Rhode Island,,2/3/2021,2.55
Rhode Island,,2/4/2021,2.63
Rhode Island,,2/5/2021,2.74
Rhode Island,,2/6/2021,2.9
Rhode Island,,2/7/2021,3.18
Rhode Island,,2/8/2021,3.34
Rhode Island,,2/9/2021,3.38
Rhode Island,,2/10/2021,3.5
Rhode Island,,2/11/2021,3.6
Rhode Island,,2/12/2021,3.78
Rhode Island,,2/13/2021,3.93
Rhode Island,,2/14/2021,4.13
Rhode Island,,2/16/2021,4.39
Rhode Island,,2/17/2021,4.54
Rhode Island,,2/18/2021,4.88
Rhode Island,,2/19/2021,5.39
Rhode Island,,2/20/2021,5.62
Rhode Island,,2/21/2021,5.82
Rhode Island,,2/22/2021,5.99
Rhode Island,,2/23/2021,6.08
Rhode Island,,2/24/2021,6.2
Rhode Island,,2/25/2021,6.33
Rhode Island,,2/26/2021,6.46
Rhode Island,,2/27/2021,6.67
Rhode Island,,2/28/2021,7.05
Rhode Island,,3/1/2021,7.41
Rhode Island,,3/2/2021,7.57
Rhode Island,,3/3/2021,7.74
Rhode Island,,3/4/2021,7.88
Rhode Island,,3/5/2021,8.14
Rhode Island,,3/6/2021,8.41
Rhode Island,,3/7/2021,8.64
Rhode Island,,3/8/2021,8.8
Rhode Island,,3/9/2021,8.9
Rhode Island,,3/10/2021,9.18
Rhode Island,,3/11/2021,9.57
Rhode Island,,3/12/2021,9.85
Rhode Island,,3/13/2021,10.22
Rhode Island,,3/14/2021,10.5
South Carolina,,1/12/2021,0.08
South Carolina,,1/13/2021,0.24
South Carolina,,1/15/2021,0.38
South Carolina,,1/19/2021,0.59
South Carolina,,1/20/2021,0.6
South Carolina,,1/21/2021,0.67
South Carolina,,1/22/2021,0.74
South Carolina,,1/23/2021,0.79
South Carolina,,1/24/2021,0.85
South Carolina,,1/25/2021,0.92
South Carolina,,1/26/2021,0.94
South Carolina,,1/27/2021,0.97
South Carolina,,1/28/2021,1.07
South Carolina,,1/29/2021,1.18
South Carolina,,1/30/2021,1.29
South Carolina,,1/31/2021,1.45
South Carolina,,2/1/2021,1.55
South Carolina,,2/2/2021,1.58
South Carolina,,2/3/2021,1.63
South Carolina,,2/4/2021,1.75
South Carolina,,2/5/2021,1.87
South Carolina,,2/6/2021,2.01
South Carolina,,2/7/2021,2.2
South Carolina,,2/8/2021,2.32
South Carolina,,2/9/2021,2.32
South Carolina,,2/10/2021,2.46
South Carolina,,2/11/2021,2.6
South Carolina,,2/12/2021,2.73
South Carolina,,2/13/2021,2.97
South Carolina,,2/14/2021,3.26
South Carolina,,2/16/2021,3.56
South Carolina,,2/17/2021,3.71
South Carolina,,2/18/2021,3.92
South Carolina,,2/19/2021,4.33
South Carolina,,2/20/2021,4.61
South Carolina,,2/21/2021,4.95
South Carolina,,2/22/2021,5.15
South Carolina,,2/23/2021,5.22
South Carolina,,2/24/2021,5.42
South Carolina,,2/25/2021,5.68
South Carolina,,2/26/2021,5.94
South Carolina,,2/27/2021,6.26
South Carolina,,2/28/2021,6.56
South Carolina,,3/1/2021,6.78
South Carolina,,3/2/2021,6.82
South Carolina,,3/3/2021,7.16
South Carolina,,3/4/2021,7.83
South Carolina,,3/5/2021,8.09
South Carolina,,3/6/2021,8.65
South Carolina,,3/7/2021,9.32
South Carolina,,3/8/2021,9.7
South Carolina,,3/9/2021,9.82
South Carolina,,3/10/2021,10.03
South Carolina,,3/11/2021,10.32
South Carolina,,3/12/2021,10.59
South Carolina,,3/13/2021,11.16
South Carolina,,3/14/2021,11.16
South Dakota,,1/12/2021,0.83
South Dakota,,1/13/2021,0.9
South Dakota,,1/15/2021,1.09
South Dakota,,1/19/2021,1.11
South Dakota,,1/20/2021,1.12
South Dakota,,1/21/2021,1.22
South Dakota,,1/22/2021,1.56
South Dakota,,1/23/2021,1.83
South Dakota,,1/24/2021,1.95
South Dakota,,1/25/2021,2.09
South Dakota,,1/26/2021,2.12
South Dakota,,1/27/2021,2.47
South Dakota,,1/28/2021,2.77
South Dakota,,1/29/2021,3.01
South Dakota,,1/30/2021,3.23
South Dakota,,1/31/2021,3.32
South Dakota,,2/1/2021,3.45
South Dakota,,2/2/2021,3.48
South Dakota,,2/3/2021,3.6
South Dakota,,2/4/2021,3.83
South Dakota,,2/5/2021,4.02
South Dakota,,2/6/2021,4.37
South Dakota,,2/7/2021,4.49
South Dakota,,2/8/2021,4.56
South Dakota,,2/9/2021,4.57
South Dakota,,2/10/2021,4.7
South Dakota,,2/11/2021,4.95
South Dakota,,2/12/2021,5.14
South Dakota,,2/13/2021,5.5
South Dakota,,2/14/2021,5.68
South Dakota,,2/16/2021,5.84
South Dakota,,2/17/2021,5.92
South Dakota,,2/18/2021,6.17
South Dakota,,2/19/2021,7.81
South Dakota,,2/20/2021,8.26
South Dakota,,2/21/2021,8.56
South Dakota,,2/22/2021,8.73
South Dakota,,2/23/2021,8.8
South Dakota,,2/24/2021,9.02
South Dakota,,2/25/2021,9.34
South Dakota,,2/26/2021,9.85
South Dakota,,2/27/2021,10.23
South Dakota,,2/28/2021,10.66
South Dakota,,3/1/2021,10.83
South Dakota,,3/2/2021,10.84
South Dakota,,3/3/2021,11.03
South Dakota,,3/4/2021,11.38
South Dakota,,3/5/2021,11.92
South Dakota,,3/6/2021,12.26
South Dakota,,3/7/2021,12.62
South Dakota,,3/8/2021,12.86
South Dakota,,3/9/2021,12.87
South Dakota,,3/10/2021,13.12
South Dakota,,3/11/2021,13.53
South Dakota,,3/12/2021,14.13
South Dakota,,3/13/2021,14.73
South Dakota,,3/14/2021,15.22
Tennessee,,1/12/2021,0.26
Tennessee,,1/13/2021,0.35
Tennessee,,1/15/2021,0.55
Tennessee,,1/19/2021,0.72
Tennessee,,1/20/2021,0.76
Tennessee,,1/21/2021,0.9
Tennessee,,1/22/2021,1.12
Tennessee,,1/23/2021,1.28
Tennessee,,1/24/2021,1.41
Tennessee,,1/25/2021,1.46
Tennessee,,1/26/2021,1.49
Tennessee,,1/27/2021,1.65
Tennessee,,1/28/2021,1.8
Tennessee,,1/29/2021,2.1
Tennessee,,1/30/2021,2.28
Tennessee,,1/31/2021,2.48
Tennessee,,2/1/2021,2.61
Tennessee,,2/2/2021,2.63
Tennessee,,2/3/2021,2.82
Tennessee,,2/4/2021,2.99
Tennessee,,2/5/2021,3.16
Tennessee,,2/6/2021,3.34
Tennessee,,2/7/2021,3.58
Tennessee,,2/8/2021,3.64
Tennessee,,2/9/2021,3.67
Tennessee,,2/10/2021,3.8
Tennessee,,2/11/2021,3.92
Tennessee,,2/12/2021,4.1
Tennessee,,2/13/2021,4.22
Tennessee,,2/14/2021,4.45
Tennessee,,2/16/2021,4.59
Tennessee,,2/17/2021,4.61
Tennessee,,2/18/2021,4.67
Tennessee,,2/19/2021,4.96
Tennessee,,2/20/2021,5.05
Tennessee,,2/21/2021,5.2
Tennessee,,2/22/2021,5.3
Tennessee,,2/23/2021,5.38
Tennessee,,2/24/2021,5.66
Tennessee,,2/25/2021,5.9
Tennessee,,2/26/2021,6.18
Tennessee,,2/27/2021,6.47
Tennessee,,2/28/2021,6.81
Tennessee,,3/1/2021,6.96
Tennessee,,3/2/2021,7
Tennessee,,3/3/2021,7.25
Tennessee,,3/4/2021,7.46
Tennessee,,3/5/2021,7.79
Tennessee,,3/6/2021,8
Tennessee,,3/7/2021,8.39
Tennessee,,3/8/2021,8.39
Tennessee,,3/9/2021,8.43
Tennessee,,3/10/2021,8.67
Tennessee,,3/11/2021,8.89
Tennessee,,3/12/2021,9.13
Tennessee,,3/13/2021,9.37
Tennessee,,3/14/2021,9.66
Texas,,1/12/2021,0.35
Texas,,1/13/2021,0.4
Texas,,1/15/2021,0.54
Texas,,1/19/2021,0.62
Texas,,1/20/2021,0.65
Texas,,1/21/2021,0.71
Texas,,1/22/2021,0.8
Texas,,1/23/2021,0.87
Texas,,1/24/2021,0.89
Texas,,1/25/2021,0.93
Texas,,1/26/2021,1.04
Texas,,1/27/2021,1.12
Texas,,1/28/2021,1.29
Texas,,1/29/2021,1.43
Texas,,1/30/2021,1.56
Texas,,1/31/2021,1.65
Texas,,2/1/2021,1.73
Texas,,2/2/2021,1.73
Texas,,2/3/2021,1.95
Texas,,2/4/2021,2.15
Texas,,2/5/2021,2.31
Texas,,2/6/2021,2.53
Texas,,2/7/2021,2.69
Texas,,2/8/2021,2.78
Texas,,2/9/2021,2.91
Texas,,2/10/2021,3.08
Texas,,2/11/2021,3.31
Texas,,2/12/2021,3.57
Texas,,2/13/2021,3.81
Texas,,2/14/2021,4
Texas,,2/16/2021,4.19
Texas,,2/17/2021,4.31
Texas,,2/18/2021,4.34
Texas,,2/19/2021,4.59
Texas,,2/20/2021,4.72
Texas,,2/21/2021,4.83
Texas,,2/22/2021,4.92
Texas,,2/23/2021,5.12
Texas,,2/24/2021,5.36
Texas,,2/25/2021,5.75
Texas,,2/26/2021,6.05
Texas,,2/27/2021,6.23
Texas,,2/28/2021,6.5
Texas,,3/1/2021,6.5
Texas,,3/2/2021,7.13
Texas,,3/3/2021,7.53
Texas,,3/4/2021,7.79
Texas,,3/5/2021,8.02
Texas,,3/6/2021,8.31
Texas,,3/7/2021,8.44
Texas,,3/8/2021,8.25
Texas,,3/9/2021,8.49
Texas,,3/10/2021,8.76
Texas,,3/11/2021,8.96
Texas,,3/12/2021,9.28
Texas,,3/13/2021,9.58
Texas,,3/14/2021,9.75
United States,USA,1/12/2021,0.24
United States,USA,1/13/2021,0.31
United States,USA,1/15/2021,0.49
United States,USA,1/19/2021,0.61
United States,USA,1/20/2021,0.65
United States,USA,1/21/2021,0.72
United States,USA,1/22/2021,0.83
United States,USA,1/23/2021,0.91
United States,USA,1/24/2021,0.97
United States,USA,1/25/2021,1.01
United States,USA,1/26/2021,1.05
United States,USA,1/27/2021,1.14
United States,USA,1/28/2021,1.28
United States,USA,1/29/2021,1.44
United States,USA,1/30/2021,1.58
United States,USA,1/31/2021,1.7
United States,USA,2/1/2021,1.79
United States,USA,2/2/2021,1.83
United States,USA,2/3/2021,1.94
United States,USA,2/4/2021,2.09
United States,USA,2/5/2021,2.26
United States,USA,2/6/2021,2.51
United States,USA,2/7/2021,2.76
United States,USA,2/8/2021,2.87
United States,USA,2/9/2021,2.96
United States,USA,2/10/2021,3.15
United States,USA,2/11/2021,3.37
United States,USA,2/12/2021,3.64
United States,USA,2/13/2021,3.94
United States,USA,2/14/2021,4.24
United States,USA,2/16/2021,4.52
United States,USA,2/17/2021,4.66
United States,USA,2/18/2021,4.87
United States,USA,2/19/2021,5.13
United States,USA,2/20/2021,5.39
United States,USA,2/21/2021,5.68
United States,USA,2/22/2021,5.86
United States,USA,2/23/2021,5.99
United States,USA,2/24/2021,6.21
United States,USA,2/25/2021,6.49
United States,USA,2/26/2021,6.81
United States,USA,2/27/2021,7.14
United States,USA,2/28/2021,7.46
United States,USA,3/1/2021,7.67
United States,USA,3/2/2021,7.88
United States,USA,3/3/2021,8.12
United States,USA,3/4/2021,8.37
United States,USA,3/5/2021,8.65
United States,USA,3/6/2021,8.97
United States,USA,3/7/2021,9.24
United States,USA,3/8/2021,9.49
United States,USA,3/9/2021,9.67
United States,USA,3/10/2021,9.91
United States,USA,3/11/2021,10.2
United States,USA,3/12/2021,10.54
United States,USA,3/13/2021,11.12
United States,USA,3/14/2021,11.28
Utah,,1/12/2021,0.14
Utah,,1/13/2021,0.19
Utah,,1/15/2021,0.33
Utah,,1/19/2021,0.48
Utah,,1/20/2021,0.51
Utah,,1/21/2021,0.54
Utah,,1/22/2021,0.65
Utah,,1/23/2021,0.65
Utah,,1/24/2021,0.65
Utah,,1/25/2021,0.8
Utah,,1/26/2021,0.81
Utah,,1/27/2021,0.94
Utah,,1/28/2021,0.94
Utah,,1/29/2021,1.28
Utah,,1/30/2021,1.43
Utah,,1/31/2021,1.43
Utah,,2/1/2021,1.95
Utah,,2/2/2021,1.97
Utah,,2/3/2021,1.97
Utah,,2/4/2021,2.34
Utah,,2/5/2021,2.52
Utah,,2/6/2021,2.75
Utah,,2/7/2021,2.75
Utah,,2/8/2021,3.25
Utah,,2/9/2021,3.3
Utah,,2/10/2021,3.3
Utah,,2/11/2021,3.3
Utah,,2/12/2021,3.3
Utah,,2/13/2021,3.3
Utah,,2/14/2021,3.3
Utah,,2/16/2021,3.68
Utah,,2/17/2021,3.68
Utah,,2/18/2021,3.93
Utah,,2/19/2021,4.24
Utah,,2/20/2021,4.56
Utah,,2/21/2021,4.56
Utah,,2/22/2021,4.57
Utah,,2/23/2021,4.57
Utah,,2/24/2021,4.83
Utah,,2/25/2021,5.25
Utah,,2/26/2021,5.26
Utah,,2/27/2021,5.53
Utah,,2/28/2021,5.54
Utah,,3/1/2021,5.54
Utah,,3/2/2021,5.95
Utah,,3/3/2021,6.13
Utah,,3/4/2021,6.14
Utah,,3/5/2021,6.43
Utah,,3/6/2021,6.6
Utah,,3/7/2021,6.61
Utah,,3/8/2021,6.77
Utah,,3/9/2021,7.38
Utah,,3/10/2021,7.61
Utah,,3/11/2021,7.62
Utah,,3/12/2021,7.94
Utah,,3/13/2021,8.15
Utah,,3/14/2021,8.29
Vermont,,1/15/2021,0.66
Vermont,,1/19/2021,0.98
Vermont,,1/20/2021,0.99
Vermont,,1/21/2021,1.05
Vermont,,1/22/2021,1.27
Vermont,,1/23/2021,1.42
Vermont,,1/24/2021,1.58
Vermont,,1/25/2021,1.63
Vermont,,1/26/2021,1.66
Vermont,,1/27/2021,1.73
Vermont,,1/28/2021,1.99
Vermont,,1/29/2021,2.27
Vermont,,1/30/2021,2.44
Vermont,,1/31/2021,2.64
Vermont,,2/1/2021,2.94
Vermont,,2/2/2021,3.03
Vermont,,2/3/2021,3.08
Vermont,,2/4/2021,3.34
Vermont,,2/5/2021,3.6
Vermont,,2/6/2021,3.88
Vermont,,2/7/2021,4.19
Vermont,,2/8/2021,4.35
Vermont,,2/9/2021,4.49
Vermont,,2/10/2021,4.51
Vermont,,2/11/2021,4.76
Vermont,,2/12/2021,5
Vermont,,2/13/2021,5.16
Vermont,,2/14/2021,5.37
Vermont,,2/16/2021,5.89
Vermont,,2/17/2021,5.92
Vermont,,2/18/2021,6.15
Vermont,,2/19/2021,6.54
Vermont,,2/20/2021,6.9
Vermont,,2/21/2021,7.21
Vermont,,2/22/2021,7.49
Vermont,,2/23/2021,7.64
Vermont,,2/24/2021,7.65
Vermont,,2/25/2021,7.87
Vermont,,2/26/2021,8.06
Vermont,,2/27/2021,8.45
Vermont,,2/28/2021,8.85
Vermont,,3/1/2021,9.3
Vermont,,3/2/2021,9.54
Vermont,,3/3/2021,9.63
Vermont,,3/4/2021,9.79
Vermont,,3/5/2021,9.92
Vermont,,3/6/2021,10.13
Vermont,,3/7/2021,10.54
Vermont,,3/8/2021,10.82
Vermont,,3/9/2021,11.08
Vermont,,3/10/2021,11.21
Vermont,,3/11/2021,11.48
Vermont,,3/12/2021,11.71
Vermont,,3/13/2021,12.46
Vermont,,3/14/2021,12.46
Virgin Islands,,1/15/2021,0.15
Virgin Islands,,1/19/2021,0.16
Virgin Islands,,1/20/2021,0.23
Virgin Islands,,1/21/2021,0.28
Virgin Islands,,1/22/2021,0.35
